gene	oe_lof_upper	oe_lof_upper_bin
CD99	9.6500e-01	5
PASK	9.6500e-01	5
PITHD1	9.6500e-01	5
SYCE1	9.6500e-01	5
CDHR4	9.6600e-01	5
CC2D2B	9.6600e-01	5
CPN2	9.6600e-01	5
MTBP	9.6600e-01	5
PYROXD1	9.6600e-01	5
SC5D	9.6600e-01	5
RFTN1	9.6600e-01	5
ASPSCR1	9.6600e-01	5
TBC1D5	9.6600e-01	5
HMOX2	9.6600e-01	5
JMJD7	9.6600e-01	5
PPCS	9.6600e-01	5
STARD10	9.6600e-01	5
TRMT61A	9.6600e-01	5
PDP2	9.6600e-01	5
SIGLEC9	9.6700e-01	5
TMPRSS9	9.6700e-01	5
SLC6A5	9.6700e-01	5
GLB1L	9.6700e-01	5
AIMP2	9.6700e-01	5
STEAP2	9.6700e-01	5
CCDC18	9.6700e-01	5
CCDC158	9.6700e-01	5
PANK2	9.6700e-01	5
SPARCL1	9.6700e-01	5
MAN2B1	9.6700e-01	5
FAM212B	9.6800e-01	5
H1FOO	9.6800e-01	5
GUCY2F	9.6800e-01	5
THADA	9.6800e-01	5
CXCR3	9.6800e-01	5
MMRN2	9.6800e-01	5
SEPT1	9.6800e-01	5
ABCA10	9.6800e-01	5
MTRF1	9.6900e-01	5
TNFAIP8	9.6900e-01	5
KIF12	9.6900e-01	5
ZNF263	9.6900e-01	5
NPM3	9.6900e-01	5
MAD1L1	9.6900e-01	5
OOSP1	9.6900e-01	5
AOC1	9.6900e-01	5
MRGPRF	9.6900e-01	5
ZFAND2B	9.6900e-01	5
TM4SF5	9.7000e-01	5
RAD54L	9.7000e-01	5
C3orf17	9.7000e-01	5
DLX3	9.7000e-01	5
C17orf49	9.7000e-01	5
CD96	9.7000e-01	5
ZNF607	9.7000e-01	5
LRP2BP	9.7000e-01	5
HLA-DQA1	9.7000e-01	5
ELMO3	9.7000e-01	5
CORO6	9.7000e-01	5
KIF19	9.7000e-01	5
PI4K2B	9.7000e-01	5
F10	9.7000e-01	5
ZNF569	9.7000e-01	5
MUC6	9.7100e-01	5
ASB6	9.7100e-01	5
CA5A	9.7100e-01	5
CABP2	9.7100e-01	5
SCML4	9.7100e-01	5
SLCO1C1	9.7200e-01	5
SMYD1	9.7200e-01	5
ITGBL1	9.7200e-01	5
CENPJ	9.7200e-01	5
GBE1	9.7200e-01	5
NKPD1	9.7200e-01	5
MRS2	9.7200e-01	5
PLVAP	9.7200e-01	5
XPA	9.7200e-01	5
PFKM	9.7200e-01	5
RABL3	9.7200e-01	5
EHHADH	9.7200e-01	5
BIN2	9.7300e-01	5
ZNF599	9.7300e-01	5
CCDC14	9.7300e-01	5
NEDD8-MDP1	9.7300e-01	5
CHST7	9.7300e-01	5
CNNM3	9.7300e-01	5
CARD16	9.7300e-01	5
TTC39B	9.7300e-01	5
UACA	9.7300e-01	5
CD300E	9.7300e-01	5
CCR4	9.7300e-01	5
SRD5A3	9.7300e-01	5
HEXA	9.7300e-01	5
APBB3	9.7400e-01	5
GNB5	9.7400e-01	5
CASP9	9.7400e-01	5
GSKIP	9.7400e-01	5
PSTK	9.7400e-01	5
GPR155	9.7400e-01	5
USP6	9.7400e-01	5
KIAA0895	9.7400e-01	5
TRPV5	9.7400e-01	5
WDR53	9.7400e-01	5
CLGN	9.7500e-01	5
PZP	9.7500e-01	5
SLC52A2	9.7500e-01	5
ZNF394	9.7500e-01	5
TTC9	9.7500e-01	5
SLC35C1	9.7500e-01	5
NPHP1	9.7500e-01	5
TMC1	9.7500e-01	5
NUFIP1	9.7500e-01	5
PAFAH1B3	9.7500e-01	5
ERI2	9.7500e-01	5
UROC1	9.7500e-01	5
TNNT3	9.7500e-01	5
SNAPC4	9.7600e-01	5
SNCB	9.7600e-01	5
ZNF619	9.7600e-01	5
GUCA2B	9.7600e-01	5
ARHGEF10	9.7600e-01	5
TSTD1	9.7600e-01	5
EIF2B1	9.7600e-01	5
EXOSC4	9.7600e-01	5
HIST2H2AB	9.7600e-01	5
ZYG11A	9.7600e-01	5
GDF2	9.7600e-01	5
GPR6	9.7600e-01	5
CCR2	9.7600e-01	5
CLDN15	9.7700e-01	5
DUOXA1	9.7700e-01	5
KIAA1009	9.7700e-01	5
HLA-DMB	9.7700e-01	5
RFC2	9.7700e-01	5
CAGE1	9.7700e-01	5
HRSP12	9.7700e-01	5
RECQL5	9.7700e-01	5
TIMELESS	9.7700e-01	5
GPAA1	9.7700e-01	5
SRBD1	9.7700e-01	5
ABCB6	9.7700e-01	5
OR52E8	9.7700e-01	5
AP000295.9	9.7800e-01	5
CHRND	9.7800e-01	5
SEC23B	9.7800e-01	5
SOD1	9.7800e-01	5
KLHL26	9.7800e-01	5
RFXAP	9.7800e-01	5
MASP1	9.7800e-01	5
SPTLC1	9.7800e-01	5
CATSPER3	9.7800e-01	5
SLC22A4	9.7800e-01	5
DPY30	9.7800e-01	5
SLC6A13	9.7800e-01	5
EMID1	9.7800e-01	5
GRIN3B	9.7800e-01	5
RSAD1	9.7900e-01	5
MROH7	9.7900e-01	5
BEND6	9.7900e-01	5
ZNF783	9.7900e-01	5
FAM3D	9.7900e-01	5
SHARPIN	9.7900e-01	5
AGPAT5	9.7900e-01	5
TRAF3IP2	9.7900e-01	5
PATL2	9.7900e-01	5
IQCH	9.7900e-01	5
TBX19	9.7900e-01	5
TMEM174	9.7900e-01	5
SFTPD	9.7900e-01	5
CELA1	9.8000e-01	5
IGFBP4	9.8000e-01	5
STK32A	9.8000e-01	5
CCKBR	9.8000e-01	5
MROH9	9.8000e-01	5
CHRNA9	9.8000e-01	5
SLC14A2	9.8000e-01	5
TCHH	9.8000e-01	5
CBLN1	9.8000e-01	5
ANXA11	9.8000e-01	5
PCDH12	9.8000e-01	5
THAP9	9.8000e-01	5
BBS1	9.8100e-01	5
GNAT2	9.8100e-01	5
MAP7D3	9.8100e-01	5
SIGLEC5	9.8100e-01	5
SMTNL2	9.8100e-01	5
TOM1L1	9.8100e-01	5
GALNT5	9.8100e-01	5
EXOC3L4	9.8100e-01	5
CRYGS	9.8100e-01	5
GAA	9.8100e-01	5
KNSTRN	9.8100e-01	5
RRP7A	9.8100e-01	5
CLTCL1	9.8200e-01	5
PTN	9.8200e-01	5
C15orf27	9.8200e-01	5
CENPU	9.8200e-01	5
GOLGA6L18	9.8200e-01	5
ABHD5	9.8200e-01	5
PTGER2	9.8200e-01	5
DNAI2	9.8200e-01	5
NT5C1B	9.8200e-01	5
MTMR7	9.8200e-01	5
TMEM255A	9.8200e-01	5
ZNF679	9.8200e-01	5
SVOPL	9.8200e-01	5
CCDC7	9.8200e-01	5
NPHP4	9.8300e-01	5
OR9I1	9.8300e-01	5
ARHGEF5	9.8300e-01	5
SEPT14	9.8300e-01	5
LRRFIP2	9.8300e-01	5
MTRR	9.8300e-01	5
SIGLEC5	9.8300e-01	5
SPINT2	9.8300e-01	5
RASL11B	9.8300e-01	5
DDX47	9.8300e-01	5
KLK11	9.8300e-01	5
NDUFB8	9.8300e-01	5
CYP27B1	9.8300e-01	5
VSIG1	9.8300e-01	5
HLA-DMA	9.8300e-01	5
MDS2	9.8400e-01	5
PTPN18	9.8400e-01	5
BPNT1	9.8400e-01	5
PNLDC1	9.8400e-01	5
C6orf47	9.8400e-01	5
DEPDC1B	9.8400e-01	5
ABHD6	9.8400e-01	5
GLI4	9.8400e-01	5
MUC19	9.8400e-01	5
ASS1	9.8400e-01	5
CEBPD	9.8400e-01	5
DTNBP1	9.8400e-01	5
PRX	9.8400e-01	5
TEPP	9.8500e-01	5
CEP290	9.8500e-01	5
CCDC183	9.8500e-01	5
EOGT	9.8500e-01	5
NWD1	9.8500e-01	5
TMED3	9.8500e-01	5
FMOD	9.8500e-01	5
ECSIT	9.8500e-01	5
RSPH1	9.8500e-01	5
METTL7B	9.8500e-01	5
TSPAN6	9.8500e-01	5
HORMAD2	9.8600e-01	5
PCDHA7	9.8600e-01	5
MUS81	9.8600e-01	5
CRYAA	9.8600e-01	5
SLC2A6	9.8600e-01	5
GIMAP8	9.8600e-01	5
OGN	9.8600e-01	5
ZNF823	9.8600e-01	5
CTD-2140B24.4	9.8600e-01	5
CD300LG	9.8700e-01	5
KDELC1	9.8700e-01	5
DNAAF3	9.8700e-01	5
PRMT7	9.8700e-01	5
GORAB	9.8700e-01	5
CMTM5	9.8700e-01	5
ANKRD63	9.8700e-01	5
AIFM3	9.8800e-01	5
TSPAN32	9.8800e-01	5
CCNG1	9.8800e-01	5
ZNF597	9.8800e-01	5
PIGG	9.8800e-01	5
ACTR8	9.8800e-01	5
NKAIN4	9.8800e-01	5
AAAS	9.8800e-01	5
FAM120AOS	9.8900e-01	5
SEPSECS	9.8900e-01	5
TSPAN33	9.8900e-01	5
CEACAM5	9.8900e-01	5
SLC31A1	9.8900e-01	5
MSH4	9.8900e-01	5
PLEKHJ1	9.8900e-01	5
IL1RL2	9.8900e-01	5
SAR1B	9.8900e-01	5
PNLIP	9.8900e-01	5
LGALS9	9.8900e-01	5
COMMD6	9.9000e-01	5
TXNRD2	9.9000e-01	5
CHRNE	9.9000e-01	5
TCTN2	9.9000e-01	5
PARP2	9.9000e-01	5
SLC22A6	9.9000e-01	5
ITGB2	9.9000e-01	5
PRSS50	9.9000e-01	5
CEP95	9.9000e-01	5
ARHGEF26	9.9000e-01	5
CCDC67	9.9000e-01	5
PKD2L2	9.9000e-01	5
PKDCC	9.9000e-01	5
TRIM22	9.9000e-01	5
CATSPER1	9.9000e-01	5
UBE3D	9.9000e-01	5
LACTB	9.9000e-01	5
AQP4	9.9100e-01	5
RAD18	9.9100e-01	5
C6orf163	9.9100e-01	5
LSM4	9.9100e-01	5
PPP1R3B	9.9100e-01	5
CIR1	9.9100e-01	5
MAPK12	9.9100e-01	5
GBP2	9.9100e-01	5
AXDND1	9.9100e-01	5
C1QTNF4	9.9100e-01	5
CD53	9.9100e-01	5
IFT80	9.9100e-01	5
SCO1	9.9100e-01	5
RGN	9.9100e-01	5
PET112	9.9200e-01	5
TPPP3	9.9200e-01	5
CHTF8	9.9200e-01	5
CD180	9.9200e-01	5
ZNF212	9.9200e-01	5
DCAKD	9.9200e-01	5
DCDC2C	9.9200e-01	5
NUTM2D	9.9200e-01	5
TLR4	9.9200e-01	5
PM20D2	9.9200e-01	5
MYO3B	9.9200e-01	5
ZNF264	9.9200e-01	5
ZNF268	9.9200e-01	5
C6	9.9300e-01	5
MUC4	9.9300e-01	5
IQUB	9.9300e-01	5
BFAR	9.9300e-01	5
WDR34	9.9300e-01	5
CRAT	9.9300e-01	5
FBP2	9.9300e-01	5
PLEKHB1	9.9300e-01	5
SLC15A4	9.9300e-01	5
KIAA0319	9.9300e-01	5
PPP1R1A	9.9400e-01	5
LPCAT2	9.9400e-01	5
PREPL	9.9400e-01	5
CPSF3L	9.9400e-01	5
CCDC73	9.9400e-01	5
GTF2H2C	9.9400e-01	5
LPXN	9.9400e-01	5
NADK	9.9400e-01	5
MMADHC	9.9400e-01	5
SNAP47	9.9400e-01	5
BRI3BP	9.9400e-01	5
ISCA1	9.9400e-01	5
WDFY2	9.9400e-01	5
CLCN1	9.9400e-01	5
SLC7A8	9.9400e-01	5
SEC11A	9.9400e-01	5
USE1	9.9400e-01	5
MARC2	9.9400e-01	5
BRAT1	9.9500e-01	5
DAGLB	9.9500e-01	5
MIS18A	9.9500e-01	5
NRM	9.9500e-01	5
CEP70	9.9500e-01	5
FAM195A	9.9500e-01	5
SBSN	9.9500e-01	5
WIBG	9.9500e-01	5
CEBPE	9.9500e-01	5
FBXO39	9.9500e-01	5
ZNF879	9.9500e-01	5
ALDH3B1	9.9500e-01	5
TMEM194B	9.9500e-01	5
OSGEPL1	9.9500e-01	5
CST6	9.9500e-01	5
GHDC	9.9500e-01	5
CARD14	9.9500e-01	5
ASPHD1	9.9600e-01	5
CHRNB1	9.9600e-01	5
WTIP	9.9600e-01	5
GCSAM	9.9600e-01	5
DCTN5	9.9600e-01	5
CNIH4	9.9600e-01	5
CRYBB1	9.9600e-01	5
CD1D	9.9600e-01	5
OLFML2A	9.9600e-01	5
SYDE2	9.9700e-01	5
KLK5	9.9700e-01	5
SAAL1	9.9700e-01	5
TMCO6	9.9700e-01	5
TRPT1	9.9700e-01	5
AKR1B1	9.9700e-01	5
ASMTL	9.9700e-01	5
FBXO2	9.9700e-01	5
CCL2	9.9700e-01	5
RFK	9.9700e-01	5
MMEL1	9.9700e-01	5
RAB8B	9.9700e-01	5
CCDC141	9.9700e-01	5
R3HCC1L	9.9700e-01	5
LRRC34	9.9800e-01	5
HADH	9.9800e-01	5
CPED1	9.9800e-01	5
MRPS9	9.9800e-01	5
SYCP2L	9.9800e-01	5
TMEM68	9.9800e-01	5
STK32B	9.9800e-01	5
SEPHS2	9.9800e-01	5
LIPA	9.9800e-01	5
KIAA1614	9.9800e-01	5
RNF217	9.9800e-01	5
CCDC19	9.9800e-01	5
MED6	9.9800e-01	5
RPLP1	9.9800e-01	5
TTC30A	9.9900e-01	5
DDX51	9.9900e-01	5
CHAD	9.9900e-01	5
TMPRSS11F	9.9900e-01	5
EXD3	9.9900e-01	5
TRPM5	9.9900e-01	5
GJA8	9.9900e-01	5
CAPN10	9.9900e-01	5
B3GALNT1	9.9900e-01	5
USB1	9.9900e-01	5
TAF1A	9.9900e-01	5
NRAP	9.9900e-01	5
RAB34	1.0000e+00	5
FAM71F2	1.0000e+00	5
DNAAF1	1.0000e+00	5
P2RY4	1.0000e+00	5
DNAJC18	1.0000e+00	5
SLC10A7	1.0000e+00	5
OR2A7	1.0000e+00	5
SLCO4A1	1.0000e+00	5
GAP43	1.0000e+00	5
TMEM53	1.0000e+00	5
ZNF75A	1.0000e+00	5
ARL2	1.0000e+00	5
NAT6	1.0000e+00	5
ZNF3	1.0000e+00	5
SPAG7	1.0000e+00	5
SPSB2	1.0010e+00	5
ACOT8	1.0010e+00	5
ZNF615	1.0010e+00	5
BPGM	1.0010e+00	5
LY6H	1.0010e+00	5
SH3BGR	1.0010e+00	5
C9orf114	1.0010e+00	5
SRP19	1.0010e+00	5
TYSND1	1.0010e+00	5
GSAP	1.0010e+00	5
PLEKHG6	1.0010e+00	5
ZNF804B	1.0010e+00	5
ACER1	1.0020e+00	5
ASAH2C	1.0020e+00	5
SLCO6A1	1.0020e+00	5
SIGIRR	1.0020e+00	5
FBXW9	1.0020e+00	5
CORO2A	1.0020e+00	5
CRYBA1	1.0020e+00	5
CNDP1	1.0020e+00	5
CXCL10	1.0020e+00	5
APOOL	1.0020e+00	5
TC2N	1.0020e+00	5
RGS20	1.0020e+00	5
PRSS23	1.0030e+00	5
C16orf11	1.0030e+00	5
UBALD2	1.0030e+00	5
CLMP	1.0030e+00	5
C2orf16	1.0030e+00	5
CDRT1	1.0030e+00	5
SMIM23	1.0030e+00	5
CCDC147	1.0030e+00	5
NKX6-1	1.0030e+00	5
CAB39L	1.0030e+00	5
UTP3	1.0030e+00	5
ZNF235	1.0040e+00	5
ELTD1	1.0040e+00	5
ATP6V0A4	1.0040e+00	5
CBLN4	1.0040e+00	5
CD59	1.0040e+00	5
RXFP2	1.0040e+00	5
PQLC2	1.0040e+00	5
FAM118A	1.0040e+00	5
LIPK	1.0040e+00	5
C9orf78	1.0040e+00	5
HIST1H3J	1.0040e+00	5
PIK3R3	1.0040e+00	5
KLKB1	1.0040e+00	5
DDX60L	1.0050e+00	5
C4orf21	1.0050e+00	5
HHLA2	1.0050e+00	5
PPA1	1.0050e+00	5
YDJC	1.0050e+00	5
TMC4	1.0050e+00	5
COL21A1	1.0050e+00	5
SLC9B1	1.0050e+00	5
DPYD	1.0050e+00	5
P4HTM	1.0050e+00	5
KBTBD11	1.0050e+00	5
ZNF416	1.0050e+00	5
TTC29	1.0050e+00	5
ZXDC	1.0050e+00	5
DBH	1.0050e+00	5
BTC	1.0050e+00	5
TMPO	1.0050e+00	5
CDC6	1.0050e+00	5
RSL1D1	1.0050e+00	5
C16orf54	1.0060e+00	5
ACTR5	1.0060e+00	5
C6orf211	1.0060e+00	5
PPP1R3A	1.0060e+00	5
C10orf129	1.0060e+00	5
PALB2	1.0060e+00	5
BMF	1.0060e+00	5
NUDCD1	1.0060e+00	5
FAM71C	1.0060e+00	5
CCBE1	1.0060e+00	5
AIM1	1.0060e+00	5
DIS3	1.0060e+00	5
TMEM209	1.0060e+00	5
PLA2G4C	1.0060e+00	5
FAM175A	1.0070e+00	5
ADCK3	1.0070e+00	5
C20orf196	1.0070e+00	5
BLZF1	1.0070e+00	5
FKBP3	1.0070e+00	5
TTC22	1.0070e+00	5
ESR2	1.0070e+00	5
ZNF614	1.0070e+00	5
ZPLD1	1.0070e+00	5
HACL1	1.0070e+00	5
NKIRAS2	1.0070e+00	5
GEMIN4	1.0070e+00	5
C16orf80	1.0080e+00	5
MEIS3	1.0080e+00	5
BSCL2	1.0080e+00	5
TPD52L2	1.0080e+00	5
FGL2	1.0080e+00	5
RASSF2	1.0080e+00	5
LAMB4	1.0080e+00	5
ECE2	1.0080e+00	5
KCTD12	1.0080e+00	5
MTFMT	1.0080e+00	5
KCNN4	1.0080e+00	5
MRPL33	1.0090e+00	5
EMC1	1.0090e+00	5
PTF1A	1.0090e+00	5
SCEL	1.0090e+00	5
GSG2	1.0090e+00	5
HARBI1	1.0100e+00	5
CREB3	1.0100e+00	5
CX3CR1	1.0100e+00	5
NHLRC3	1.0100e+00	5
PWP1	1.0100e+00	5
RPS20	1.0100e+00	5
F11R	1.0100e+00	5
LEPREL2	1.0100e+00	5
SYTL2	1.0100e+00	5
SLC45A2	1.0100e+00	5
NEIL1	1.0100e+00	5
MSX1	1.0100e+00	5
NBN	1.0100e+00	5
SELL	1.0100e+00	5
POMGNT2	1.0100e+00	5
CRIP3	1.0100e+00	5
FXYD5	1.0100e+00	5
AHNAK2	1.0100e+00	5
G6PC	1.0100e+00	5
COQ9	1.0110e+00	5
RP11-514O12.4	1.0110e+00	5
MAN2B2	1.0110e+00	5
CYP51A1	1.0110e+00	5
RPL36A-HNRNPH2	1.0110e+00	5
CTSH	1.0110e+00	5
CACNA2D4	1.0110e+00	5
CTC-534A2.2	1.0110e+00	5
ARHGAP19-SLIT1	1.0110e+00	5
ATP8B3	1.0110e+00	5
SNRNP27	1.0120e+00	5
UNC50	1.0120e+00	5
GHSR	1.0120e+00	5
POTEF	1.0120e+00	5
STAC	1.0120e+00	5
LOXHD1	1.0120e+00	5
POLR1D	1.0130e+00	5
DNTT	1.0130e+00	5
LIMD2	1.0130e+00	5
TRIM5	1.0130e+00	5
COL6A6	1.0130e+00	5
GSTM1	1.0130e+00	5
GALNS	1.0130e+00	5
SLC7A2	1.0140e+00	5
UBQLN3	1.0140e+00	5
SCN10A	1.0140e+00	5
TMPRSS4	1.0140e+00	5
SLC9A8	1.0140e+00	5
SFI1	1.0140e+00	5
FAM161A	1.0140e+00	5
RP11-758M4.1	1.0150e+00	5
HMCN2	1.0150e+00	5
EPB41L4A	1.0150e+00	5
PEX13	1.0150e+00	5
PMS1	1.0150e+00	5
SOSTDC1	1.0150e+00	5
EFCAB3	1.0150e+00	5
ZNF286B	1.0150e+00	5
TRMT61B	1.0150e+00	5
RIMKLA	1.0150e+00	5
TLR10	1.0150e+00	5
ZNF302	1.0150e+00	5
ZNF441	1.0150e+00	5
ABT1	1.0150e+00	5
C2orf82	1.0160e+00	5
MED27	1.0160e+00	5
TRDN	1.0160e+00	5
ANXA4	1.0160e+00	5
C1orf198	1.0160e+00	5
INHA	1.0160e+00	5
EDN2	1.0160e+00	5
BHLHB9	1.0160e+00	5
PARD6A	1.0160e+00	5
DBR1	1.0160e+00	5
C7orf31	1.0160e+00	5
KRT75	1.0160e+00	5
RP11-155D18.14	1.0160e+00	5
HYAL1	1.0170e+00	5
KIAA0101	1.0170e+00	5
APOBEC3H	1.0170e+00	5
ENTPD4	1.0170e+00	5
TM2D2	1.0170e+00	5
TM7SF2	1.0170e+00	5
NLRP7	1.0170e+00	5
BOK	1.0170e+00	5
CORO7	1.0170e+00	5
HLA-C	1.0170e+00	5
PGP	1.0170e+00	5
TCHP	1.0170e+00	5
MICU3	1.0170e+00	5
SEPN1	1.0170e+00	5
C4orf47	1.0180e+00	5
NFATC2IP	1.0180e+00	5
ZMAT3	1.0180e+00	5
RALB	1.0180e+00	5
CNGB3	1.0180e+00	5
HP	1.0180e+00	5
CEP78	1.0180e+00	5
TRMT2B	1.0180e+00	5
SSH3	1.0180e+00	5
RP11-796G6.2	1.0180e+00	5
TEX40	1.0180e+00	5
SYT12	1.0180e+00	5
ZNF461	1.0180e+00	5
WBP4	1.0180e+00	5
PDE6D	1.0180e+00	5
ARHGEF16	1.0180e+00	5
ZNF771	1.0180e+00	5
CSAD	1.0190e+00	5
CAMLG	1.0190e+00	5
CAPN8	1.0190e+00	5
APOBEC3F	1.0190e+00	5
FUNDC2	1.0190e+00	5
HPS3	1.0190e+00	5
WBSCR27	1.0190e+00	5
CCDC57	1.0190e+00	5
TM9SF1	1.0190e+00	5
RHOJ	1.0190e+00	5
FAM110A	1.0190e+00	5
SLC35B1	1.0190e+00	5
HOXB4	1.0190e+00	5
PODN	1.0190e+00	5
C3orf38	1.0200e+00	5
CMTM8	1.0200e+00	5
AIF1L	1.0200e+00	5
ZCCHC10	1.0200e+00	5
VKORC1	1.0200e+00	5
COG6	1.0200e+00	5
JUN	1.0200e+00	5
MATN4	1.0200e+00	5
GPALPP1	1.0200e+00	5
NPY5R	1.0200e+00	5
SNAPC3	1.0200e+00	5
TREH	1.0200e+00	5
MAP3K19	1.0200e+00	5
CALB2	1.0200e+00	5
CREB3L4	1.0200e+00	5
PCDHAC1	1.0200e+00	5
COA7	1.0200e+00	5
HAUS8	1.0210e+00	5
CDK7	1.0210e+00	5
DYNLRB1	1.0210e+00	5
ZWILCH	1.0210e+00	5
EARS2	1.0210e+00	5
TSPAN17	1.0210e+00	5
FGA	1.0210e+00	5
RGAG4	1.0210e+00	5
STAP1	1.0210e+00	5
EGR4	1.0210e+00	5
NOMO1	1.0220e+00	5
BCAT1	1.0220e+00	5
SYCE3	1.0220e+00	5
SLC22A11	1.0220e+00	5
RP11-47I22.4	1.0220e+00	5
SMPD4	1.0220e+00	5
GEMIN2	1.0220e+00	5
GYLTL1B	1.0220e+00	5
MARVELD1	1.0220e+00	5
HTR5A	1.0230e+00	5
CCDC34	1.0230e+00	5
GABRE	1.0230e+00	5
STX7	1.0230e+00	5
METTL1	1.0230e+00	5
ERMARD	1.0230e+00	5
MRPS18B	1.0230e+00	5
NBL1	1.0230e+00	5
SLC30A7	1.0230e+00	5
MYL10	1.0240e+00	5
FANCI	1.0240e+00	5
SPHK2	1.0240e+00	5
TREM1	1.0240e+00	5
ERAL1	1.0240e+00	5
CD34	1.0240e+00	5
CCDC86	1.0240e+00	5
THNSL2	1.0240e+00	5
VSIG10L	1.0240e+00	5
CEBPB	1.0250e+00	5
ATP10B	1.0250e+00	5
ELP3	1.0250e+00	5
HDGFL1	1.0250e+00	5
ENPP3	1.0250e+00	5
PLCZ1	1.0250e+00	5
TAF1B	1.0250e+00	5
ARTN	1.0250e+00	5
TBCA	1.0250e+00	5
PPAPDC1A	1.0250e+00	5
SEP15	1.0250e+00	5
PIGN	1.0250e+00	5
TRMT10B	1.0250e+00	5
DCHS2	1.0250e+00	5
ALKBH1	1.0260e+00	5
PPP1R11	1.0260e+00	5
CDR2	1.0260e+00	5
CRIP2	1.0260e+00	5
PSMA8	1.0260e+00	5
GFAP	1.0260e+00	5
VAX2	1.0260e+00	5
LILRA3	1.0260e+00	5
EML2	1.0260e+00	5
SH2D3A	1.0260e+00	5
SPPL2C	1.0260e+00	5
CRB3	1.0260e+00	5
ABCC6	1.0260e+00	5
UBIAD1	1.0260e+00	5
NAA20	1.0260e+00	5
SLC50A1	1.0270e+00	5
GNAT3	1.0270e+00	5
C2	1.0270e+00	5
DNAJB2	1.0270e+00	5
PON2	1.0270e+00	5
ANKDD1B	1.0270e+00	5
CCDC125	1.0270e+00	5
ZNF485	1.0270e+00	5
EPS8L1	1.0270e+00	5
AGXT	1.0280e+00	5
LMO2	1.0280e+00	5
LIN28A	1.0280e+00	5
C17orf80	1.0280e+00	5
ELP4	1.0280e+00	5
C12orf49	1.0280e+00	5
RP11-216L13.17	1.0280e+00	5
SECISBP2	1.0280e+00	5
ZNF420	1.0280e+00	5
PPL	1.0280e+00	5
SEMG1	1.0280e+00	5
CEND1	1.0290e+00	5
ERN2	1.0290e+00	5
CNRIP1	1.0290e+00	5
TTLL8	1.0290e+00	5
MYH8	1.0290e+00	5
TMEM87B	1.0290e+00	5
ANKRD45	1.0300e+00	5
TWSG1	1.0300e+00	5
DZIP1	1.0300e+00	5
CD5	1.0300e+00	5
TMEM38A	1.0300e+00	5
ZCWPW2	1.0300e+00	5
CLCA4	1.0300e+00	5
NDUFS3	1.0300e+00	5
ANXA1	1.0300e+00	5
CACNG5	1.0300e+00	5
FAIM3	1.0300e+00	5
POLR3C	1.0300e+00	5
ADAM7	1.0310e+00	5
GBP5	1.0310e+00	5
COASY	1.0310e+00	5
G6PC3	1.0310e+00	5
STEAP4	1.0310e+00	5
MED16	1.0310e+00	5
HMGN3	1.0310e+00	5
SDCBP	1.0310e+00	5
TMEM86A	1.0310e+00	5
FKBP6	1.0310e+00	5
HAGH	1.0310e+00	5
EXTL2	1.0310e+00	5
IFI16	1.0310e+00	5
PBX4	1.0320e+00	5
MST1	1.0320e+00	5
SECTM1	1.0320e+00	5
ZNF564	1.0320e+00	5
BCKDHA	1.0320e+00	5
NOXA1	1.0320e+00	5
ALX3	1.0320e+00	5
MKNK1	1.0320e+00	5
AOC3	1.0320e+00	5
CEACAM16	1.0320e+00	5
SUGCT	1.0320e+00	5
RAB44	1.0320e+00	5
THG1L	1.0320e+00	5
HIST1H2AC	1.0330e+00	5
ALG12	1.0330e+00	5
PLBD2	1.0330e+00	5
RTP4	1.0330e+00	5
GCNT6	1.0330e+00	5
HEMK1	1.0330e+00	5
ADPRHL2	1.0330e+00	5
KIAA1755	1.0330e+00	5
S1PR5	1.0340e+00	5
GPR156	1.0340e+00	5
TRIM6-TRIM34	1.0340e+00	5
PRIM2	1.0340e+00	5
SLC22A3	1.0340e+00	5
IFITM10	1.0340e+00	5
UBAP1L	1.0340e+00	5
ADCY10	1.0340e+00	5
CYP4V2	1.0340e+00	5
APOE	1.0340e+00	5
TMC3	1.0340e+00	5
GOLM1	1.0340e+00	5
LRRC14	1.0340e+00	5
NOP9	1.0340e+00	5
AREGB	1.0340e+00	5
IL31RA	1.0340e+00	5
KLK6	1.0340e+00	5
ABCA13	1.0350e+00	5
AGBL3	1.0350e+00	5
MIPEP	1.0350e+00	5
GOLGA7B	1.0350e+00	5
NKX2-6	1.0350e+00	5
PFKL	1.0350e+00	5
POLR3H	1.0350e+00	5
BAIAP3	1.0350e+00	5
DCK	1.0350e+00	5
SLC25A40	1.0350e+00	5
CTSC	1.0350e+00	5
UFM1	1.0350e+00	5
TTC33	1.0350e+00	5
ATHL1	1.0360e+00	5
LRRC37A2	1.0360e+00	5
ZNF562	1.0360e+00	5
DIMT1	1.0360e+00	5
RPL22	1.0360e+00	5
RBM45	1.0360e+00	5
ELOVL3	1.0360e+00	5
TSSK3	1.0360e+00	5
ARSJ	1.0370e+00	5
SLC25A53	1.0370e+00	5
SEMA3G	1.0370e+00	5
PSMD5	1.0370e+00	5
TRIM34	1.0370e+00	5
ARL13B	1.0370e+00	5
AAGAB	1.0370e+00	5
CD99L2	1.0370e+00	5
CD2BP2	1.0370e+00	5
BFSP2	1.0380e+00	5
VRK2	1.0380e+00	5
TMEM62	1.0380e+00	5
COL28A1	1.0380e+00	5
TMCO5A	1.0380e+00	5
C7orf61	1.0380e+00	5
